master_id,ebsco_search_position,title,screening_status,Q1_1_management_domain,Q1_2_empirical_ulmc,Q1_3_not_pls,decision,confidence,rationale,q1_1_reason_code,q1_1_reason_text,q1_2_reason_code,q1_2_reason_text,q1_3_reason_code,q1_3_reason_text,decision_reason_code,decision_reason_text,evidence_type,pdf_evidence_snippet,text_file
M0265,84,Hedonic Beats Utilitarian: Differential Effects of AI Chatbots and AR/VR on Consumer Engagement in E-Commerce.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=1),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=2),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=1). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=2). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"either of the study variables (r < 0.10). According to the unmeasured latent method construct (ULMC) approach, the proportion of variance attributable to",EBSCO_M0265_Zhang_2025_Hedonic_Beats_Utilitarian_Differential_Effects_o.txt
M0266,85,'Volunteers are incompetent': how the stereotype of incompetence impacts new volunteer's participation.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=2),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=2). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,); and (2) the result of controlling for the effects of an unmeasured latent method factor is shown in Table 2. The model’s goodness of fit decreased,EBSCO_M0266_Qing Miaoa_2024_Volunteers_are_incompetent_how_the_stereotype_of.txt
M0267,86,Linking Developmental HRM to Organizational Dehumanization Among Nurses: Work Meaningfulness as a Mediator and Mastery Climate as a Moderator.,included,True,True,True,included,high,Q1.1–Q1.3 all pass,DOMAIN_PASS_JOURNAL_OUTLET,management journal/outlet match,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_JOURNAL_OUTLET): management journal/outlet match. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,pecifed to load on both its theo- retical construct and the unmeasured latent method factor. By comparing the ft indices of the baseline model with and,EBSCO_M0267_Liu_2025_Linking_Developmental_HRM_to_Organizational_Dehu.txt
M0268,87,FARMERS AS A CONSUMERS: UTAUT WITH DUAL MODERATED MEDIATION MODEL.,excluded_pls,False,True,False,excluded_pls,low,PLS-SEM excluded (Q1.3): PLS-SEM estimation detected; domain=False; ulmc=True,DOMAIN_FAIL_NO_SIGNAL,no management-domain signal; flag for manual review,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=3),PLS_FAIL_SEM_DETECTED,PLS-SEM estimation detected,EXCLUDE_Q1_3_PLS,Q1.1 FAIL (DOMAIN_FAIL_NO_SIGNAL): no management-domain signal; flag for manual review. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=3). Q1.3 FAIL (PLS_FAIL_SEM_DETECTED): PLS-SEM estimation detected. Decision: excluded_pls — PLS-SEM detected (Q1.3 fail); not a hard reject of domain/ULMC.,pls,"y, S. (2021). Evaluation of Reflective Measurement Models. Partial Least Squares Structural Equation Modeling (PLS-SEM) Using R: A Workbook",EBSCO_M0268_.._2025_Uluslararası_İktisadi_ve_İdari_İncelemeler_Dergi.txt
M0269,88,Interplay between Teachers’ Affective Well-Being and Thriving at Work: A Cross-Lagged Study.,level1_fail,True,False,True,excluded,medium,Q1.2: non-empirical study (meta[- ]analy),DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=3),ULMC_FAIL_NON_EMPIRICAL,non-empirical study (meta[- ]analy),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,EXCLUDE_Q1_2_ULMC,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=3). Q1.2 FAIL (ULMC_FAIL_NON_EMPIRICAL): non-empirical study (meta[- ]analy). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: excluded — Level 1 eligibility fail.,,,EBSCO_M0269_© The Author(s)_2025_RESEARCH_PAPER_Accepted_8_January_2025.txt
M0721,89,The relationship between teacher–student relationship and chemistry achievement: a chain mediation model.,level1_fail,,,,excluded,high,2026-06-26: exclude; Q1.1 domain out of scope — K-12 chemistry education (teacher–student relationship → chemistry achievement).,,,,,,,EXCLUDE_Q1_1_DOMAIN_USER,User decision 2026-06-26: exclude; Q1.1 domain out of scope — K-12 chemistry education (teacher–student relationship → chemistry achievement). Decision: excluded — metadata/user L1 (no PDF on disk).,metadata,"The teacher–student relationship is a crucial environmental factor influencing students' academic development; however, the specific mechanisms through which it affects chemistry achievement remain unclear. While existing research affirms the importance of the teacher–student re…",
M0270,90,The impact of biodiversity information on willingness to pay.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=1),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=1). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"thod bias and to control their effect at the item level, an unmeasured latent method factor was added to the model (see Podsakoff et al., 2003), with e",EBSCO_M0270_Petersen_2024_The_impact_of_biodiversity_information_on_willin.txt
M0271,91,Tasks at hand or more challenges: The roles of regulatory focus and job insecurity in predicting work behaviours.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=6),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=6). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"TLI = .24, RMSEA = .17, SRMR = .15). Moreover, we used the unmeasured latent method factor technique to detect common method variance (Podsakoff et a",EBSCO_M0271_Psychol._2023_Tasks_at_Hand_or_More_Challenges_The_Roles_of_Re.txt
M0272,92,"A New Look at Job Demands, Resources, and Volunteers' Intentions to Leave: The Role of Work–Home Interference and Burnout.",included,True,True,True,included,high,Q1.1–Q1.3 all pass,DOMAIN_PASS_JOURNAL_OUTLET,management journal/outlet match,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_JOURNAL_OUTLET): management journal/outlet match. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,d discriminant validity analyses for our model. We used the unmeasured latent method factor technique to evaluate the potential impact of common method,EBSCO_M0272_Magrone_2024_A_New_Look_at_Job_Demands_Resources_and_Voluntee.txt
M0273,93,Medical Artificial Intelligence Information Disclosure on Healthcare Professional Involvement in Innovation: A Transactional Theory of Stress and Coping Model.,excluded_pls,True,True,False,excluded_pls,low,PLS-SEM excluded (Q1.3): PLS-SEM estimation detected; domain=True; ulmc=True,DOMAIN_PASS_KEYWORDS_INTRO,management-domain keywords in PDF intro (n=4),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=2),PLS_FAIL_SEM_DETECTED,PLS-SEM estimation detected,EXCLUDE_Q1_3_PLS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_INTRO): management-domain keywords in PDF intro (n=4). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=2). Q1.3 FAIL (PLS_FAIL_SEM_DETECTED): PLS-SEM estimation detected. Decision: excluded_pls — PLS-SEM detected (Q1.3 fail); not a hard reject of domain/ULMC.,pls,for further analyses. 4.4. Hypothesis testing We conducted partial least squares structural equation model- ling to examine our hypotheses v,EBSCO_M0273_Huo_2024_Medical_Artificial_Intelligence_Information_Disc.txt
M0274,94,How does mindful leadership promote employee green behavior? The moderating role of green human resource management.,level1_fail,True,False,True,excluded,medium,Q1.2: Harman primary CMV test; ULMC mention insufficient,DOMAIN_PASS_JOURNAL_OUTLET,management journal/outlet match,ULMC_FAIL_HARMAN_ONLY,Harman primary CMV test; ULMC mention insufficient,PLS_PASS_NOT_DETECTED,no PLS-SEM detected,EXCLUDE_Q1_2_ULMC,Q1.1 PASS (DOMAIN_PASS_JOURNAL_OUTLET): management journal/outlet match. Q1.2 FAIL (ULMC_FAIL_HARMAN_ONLY): Harman primary CMV test; ULMC mention insufficient. Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: excluded — Level 1 eligibility fail.,ulmc,"sakoff et al. (2003) to test the common method bias. First, Harman's one-factor was calculated, and results indicated that factors accounti",EBSCO_M0274_Yang_2023_How_does_mindful_leadership_promote_employee_gre.txt
M0275,95,Vitality and learning: the impact of mobile technology use across work–nonwork boundaries on job performance.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=2),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=2). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"signiﬁcant improvement in the model ﬁt, indicating that the unmeasured latent method factor did not have a signiﬁcant impact on the model. Speciﬁ- call",EBSCO_M0275_Mi Zhoua_2022_untitled.txt
M0276,96,"Sustainable development, environmental innovation and export firms: The moderating roles of external collaboration, creativity enhancement and internal development processes.",level1_fail,True,False,True,excluded,low,Q1.2: Harman primary CMV test; ULMC mention insufficient,DOMAIN_PASS_KEYWORDS_INTRO,management-domain keywords in PDF intro (n=5),ULMC_FAIL_HARMAN_ONLY,Harman primary CMV test; ULMC mention insufficient,PLS_PASS_NOT_DETECTED,no PLS-SEM detected,EXCLUDE_Q1_2_ULMC,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_INTRO): management-domain keywords in PDF intro (n=5). Q1.2 FAIL (ULMC_FAIL_HARMAN_ONLY): Harman primary CMV test; ULMC mention insufficient. Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: excluded — Level 1 eligibility fail.,ulmc,"the TTIS was our only data source, we conducted a post- hoc Harman's single-factor test (Podsakoff & Organ, 1986). The factor analysis test re",EBSCO_M0276_Galbreath_2023_Sustainable_development_environmental_innovation.txt
M0277,97,From cognitive need to problematic use: a chained mediation path moderated by academic stress and AI literacy.,level1_fail,False,True,True,excluded,low,Q1.1: no management-domain signal; flag for manual review,DOMAIN_FAIL_NO_SIGNAL,no management-domain signal; flag for manual review,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,EXCLUDE_Q1_1_DOMAIN,Q1.1 FAIL (DOMAIN_FAIL_NO_SIGNAL): no management-domain signal; flag for manual review. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: excluded — Level 1 eligibility fail.,ulmc,n †These authors have contributed equally to this work and share ﬁrst authorship RECEIVED 14 December 2025 REVISED 18 February 2026 AC,EBSCO_M0277_Kong_2026_From_cognitive_need_to_problematic_use_a_chained.txt
M0278,98,Psychological mechanisms underlying employability among Chinese university students: a sequential mediation model and gender invariance analysis.,level1_fail,True,False,True,excluded,low,Q1.2: marker-variable approach; ULMC mention insufficient,DOMAIN_BORDERLINE_STUDENT_SAMPLE,Student sample — verify workplace/organizational relevance,ULMC_FAIL_MARKER_ONLY,marker-variable approach; ULMC mention insufficient,PLS_PASS_NOT_DETECTED,no PLS-SEM detected,EXCLUDE_Q1_2_ULMC,Q1.1 PASS (DOMAIN_BORDERLINE_STUDENT_SAMPLE): Student sample — verify workplace/organizational relevance. Q1.2 FAIL (ULMC_FAIL_MARKER_ONLY): marker-variable approach; ULMC mention insufficient. Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: excluded — Level 1 eligibility fail.,ulmc,"Hartman, N., and Cavazotte, F. (2010). Method variance and marker variables: a review and comprehensive CFA marker technique. Organ. R",EBSCO_M0278_Chang_2026_Psychological_mechanisms_underlying_employabilit.txt
M0279,99,Flowing toward toughness: serial mediation of flow and mental toughness in gamified XR soccer instruction.,excluded_pls,True,False,False,excluded_pls,low,PLS-SEM excluded (Q1.3): PLS-SEM estimation detected; domain=True; ulmc=False,DOMAIN_PASS_KEYWORDS_INTRO,management-domain keywords in PDF intro (n=2),ULMC_FAIL_NON_EMPIRICAL,non-empirical study (simulation),PLS_FAIL_SEM_DETECTED,PLS-SEM estimation detected,EXCLUDE_Q1_3_PLS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_INTRO): management-domain keywords in PDF intro (n=2). Q1.2 FAIL (ULMC_FAIL_NON_EMPIRICAL): non-empirical study (simulation). Q1.3 FAIL (PLS_FAIL_SEM_DETECTED): PLS-SEM estimation detected. Decision: excluded_pls — PLS-SEM detected (Q1.3 fail); not a hard reject of domain/ULMC.,pls,eventually consolidates into enduring “mental toughness.” Partial least squares-structural equation modeling (PLS-SEM) was used to analyze,EBSCO_M0279_Li_2026_Flowing_toward_toughness_serial_mediation_of_flo.txt
M0280,100,The mediating role of professional self-concept in how teacher professional development influences rural physical education teachers' work engagement: a moderated mediation analysis.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=1),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=1). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"ld of 40%, suggesting CMB was not a predominant concern. 2. Unmeasured Latent Method Factor (ULMF) Technique: Following Podsakoﬀet al. (2003), we emplo",EBSCO_M0280_Yan_2026_The_mediating_role_of_professional_self-concept.txt
M0281,101,How Machiavellian leadership affects employees' happiness at work: the role of psychological contract breach and coworker exchange.,excluded_pls,True,True,False,excluded_pls,high,PLS-SEM excluded (Q1.3): PLS-SEM estimation detected; domain=True; ulmc=True,DOMAIN_PASS_JOURNAL_OUTLET,management journal/outlet match,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_FAIL_SEM_DETECTED,PLS-SEM estimation detected,EXCLUDE_Q1_3_PLS,Q1.1 PASS (DOMAIN_PASS_JOURNAL_OUTLET): management journal/outlet match. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 FAIL (PLS_FAIL_SEM_DETECTED): PLS-SEM estimation detected. Decision: excluded_pls — PLS-SEM detected (Q1.3 fail); not a hard reject of domain/ULMC.,pls,"T. M., Ringle, C. M., and Sarstedt, M. (2017). A Primer on Partial Least Squares Structural Equation Modeling (PLS-SEM). Thousand Oaks, CA:",EBSCO_M0281_Wu_2026_How_Machiavellian_leadership_affects_employees_h.txt
M0282,102,Flourishing and its influencing factor in inflammatory bowel disease patients: a latent profile analysis.,level1_fail,True,True,True,excluded,high,Low confidence include — verify manually. Q1.1–Q1.3 all pass,DOMAIN_BORDERLINE_CLINICAL_PATIENTS,Clinical patient sample — verify organizational vs. clinical scope,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=2),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,EXCLUDE_Q1_1_DOMAIN_USER,Q1.1 PASS (DOMAIN_BORDERLINE_CLINICAL_PATIENTS): Clinical patient sample — verify organizational vs. clinical scope. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=2). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: manual_review — Clinical patient sample — verify organizational vs. clinical scope; Q1.1–Q1.3 auto-pass but domain/sample borderline (not excluded). User override: exclude; domain out of scope — clinical patient sample,ulmc,"common method bias, the Harman single-factor method and the unmeasured latent method factor analysis (ULMC) were employed to assess such biases within",EBSCO_M0282_Bingyuan Lu †_2025_Flourishing_and_its_influencing_factor_in_inflam.txt
M0283,103,Understanding individual-level absorptive capacity: unpacking the roles of innovative attitude and motivation in perceived academic performance of Chinese international students in South Korea.,excluded_pls,True,True,False,excluded_pls,medium,PLS-SEM excluded (Q1.3): PLS-SEM estimation detected; domain=True; ulmc=True,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=1),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_FAIL_SEM_DETECTED,PLS-SEM estimation detected,EXCLUDE_Q1_3_PLS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=1). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 FAIL (PLS_FAIL_SEM_DETECTED): PLS-SEM estimation detected. Decision: excluded_pls — PLS-SEM detected (Q1.3 fail); not a hard reject of domain/ULMC.,pls,"2022). First, the measurement model was assessed using the partial least squares structural equation modeling (PLS-SEM). PLS-SEM is useful",EBSCO_M0283_Jeon_2026_Understanding_individual-level_absorptive_capaci.txt
M0284,104,Trust-Mediated adoption of AI Robo-Advisors in inland china: an extended UTAUT perspective.,excluded_pls,True,True,False,excluded_pls,medium,PLS-SEM excluded (Q1.3): PLS-SEM estimation detected; domain=True; ulmc=True,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=1),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=2),PLS_FAIL_SEM_DETECTED,PLS-SEM estimation detected,EXCLUDE_Q1_3_PLS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=1). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=2). Q1.3 FAIL (PLS_FAIL_SEM_DETECTED): PLS-SEM estimation detected. Decision: excluded_pls — PLS-SEM detected (Q1.3 fail); not a hard reject of domain/ULMC.,pls,estors across 16 prefecture-level cities in Henan Province. Partial Least Squares Structural Equation Modelling (PLS-SEM) was used to estima,EBSCO_M0284_LexisNexis_2026_About_LexisNexis_Privacy_Policy_Terms_Conditions.txt
M0285,105,Positive emotional cues at work: how customer empowering behavior promotes proactive customer service via psychological safety.,included,True,True,True,included,high,Q1.1–Q1.3 all pass,DOMAIN_PASS_JOURNAL_OUTLET,management journal/outlet match,ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_JOURNAL_OUTLET): management journal/outlet match. Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,", a more rigorous test was conducted by controlling for an unmeasured latent method factor, as recom­ mended by Podsakoff et al. (2012). The model com",EBSCO_M0285_Wei Chen_2026_Positive_emotional_cues_at_work_how_customer_emp.txt
M0286,106,"Variations in Dementia Awareness, Contact and Stigma Attitudes Across Generations: A Community-Based Cross-Sectional Study in Shanghai, China.",level1_fail,False,True,True,excluded,medium,Q1.1: non-management domain keywords (exclude list),DOMAIN_FAIL_EXCLUDE_KEYWORDS,non-management domain keywords (exclude list),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,EXCLUDE_Q1_1_DOMAIN,Q1.1 FAIL (DOMAIN_FAIL_EXCLUDE_KEYWORDS): non-management domain keywords (exclude list). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: excluded — Level 1 eligibility fail.,ulmc,"lic of China; 2Shanghai East Hospital, School of Medicine, Tongji University, Shanghai, 200092, People’s Republic of China *These authors",EBSCO_M0286_Wenjia Li_2026_IJGM_A_577884_114.txt
M0287,107,"A study on the relationship between digital leadership, digital self-efficacy, and work engagement: the moderating role of technostress.",excluded_pls,True,True,False,excluded_pls,medium,PLS-SEM excluded (Q1.3): PLS-SEM estimation detected; domain=True; ulmc=True,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=4),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=2),PLS_FAIL_SEM_DETECTED,PLS-SEM estimation detected,EXCLUDE_Q1_3_PLS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=4). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=2). Q1.3 FAIL (PLS_FAIL_SEM_DETECTED): PLS-SEM estimation detected. Decision: excluded_pls — PLS-SEM detected (Q1.3 fail); not a hard reject of domain/ULMC.,pls,"model fit. To examine the hypotheses, this study performed partial least squares structural equation modelling (PLS-SEM) using SmartPLS 4.1",EBSCO_M0287_Li_2026_A_study_on_the_relationship_between_digital_lead.txt
M0288,108,"Exploring the roles of social capital, social interaction and financial literacy in shaping access to finance for Indian SMEs.",excluded_pls,True,True,False,excluded_pls,medium,PLS-SEM excluded (Q1.3): PLS-SEM estimation detected; domain=True; ulmc=True,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=1),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_FAIL_SEM_DETECTED,PLS-SEM estimation detected,EXCLUDE_Q1_3_PLS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=1). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 FAIL (PLS_FAIL_SEM_DETECTED): PLS-SEM estimation detected. Decision: excluded_pls — PLS-SEM detected (Q1.3 fail); not a hard reject of domain/ULMC.,pls,"G. T. M., Ringle, C. M., & Sarstedt, M. (2019). A Primer on Partial Least Squares Structural Equation Modeling (PLS-SEM). Sage Publications.",EBSCO_M0288_Williams_2026_RESEARCH.txt
M0289,109,Interpersonal satisfaction and classroom silence in Chinese universities: the mediating role of social anxiety.,level1_fail,True,True,True,excluded,high,Low confidence include — verify manually. Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_INTRO,management-domain keywords in PDF intro (n=2),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=2),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,EXCLUDE_Q1_1_DOMAIN_USER,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_INTRO): management-domain keywords in PDF intro (n=2). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=2). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: manual_review — low-confidence include; all criteria pass in automation but verify domain/sample (not excluded). User override: exclude; domain out of scope — classroom silence in higher ed; not organizational,ulmc,(freshman vs. senior). 4.5.3 Common method variance check A common latent factor accounted for an additional 6.8% of variance; model fit im,EBSCO_M0289_Yuqiang Liu_2025_Interpersonal_satisfaction_and_classroom_silence.txt
M0290,110,How relationship-oriented behavior influences employee voice-silence conversion in cross-cultural virtual teams: the mediating role of psychological safety.,included,True,True,True,included,medium,Q1.1–Q1.3 all pass,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=4),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_PASS_NOT_DETECTED,no PLS-SEM detected,INCLUDE_ALL_CRITERIA_PASS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=4). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 PASS (PLS_PASS_NOT_DETECTED): no PLS-SEM detected. Decision: included — all Level 1 criteria pass.,ulmc,"stantial common method bias. Additionally, we employed the unmeasured latent method factor approach (Podsakoff et al., 2003) by adding a common metho",EBSCO_M0290_†_2025_How_relationship-oriented_behavior_influences_em.txt
M0291,111,"Resource Endowments, Value Cognition, and Strategic Risk-Taking: Explaining Carbon-Reduction Investments in Port Enterprises.",excluded_pls,True,True,False,excluded_pls,medium,PLS-SEM excluded (Q1.3): PLS-SEM estimation detected; domain=True; ulmc=True,DOMAIN_PASS_KEYWORDS_METADATA,management-domain keywords in metadata (n=2),ULMC_PASS_EMPIRICAL,empirical ULMC detected (ulmc_signals=1),PLS_FAIL_SEM_DETECTED,PLS-SEM estimation detected,EXCLUDE_Q1_3_PLS,Q1.1 PASS (DOMAIN_PASS_KEYWORDS_METADATA): management-domain keywords in metadata (n=2). Q1.2 PASS (ULMC_PASS_EMPIRICAL): empirical ULMC detected (ulmc_signals=1). Q1.3 FAIL (PLS_FAIL_SEM_DETECTED): PLS-SEM estimation detected. Decision: excluded_pls — PLS-SEM detected (Q1.3 fail); not a hard reject of domain/ULMC.,pls,approach integrating SEM and fsQCA. SEM generally comprises partial least squares SEM (PLS-SEM) and CB-SEM [87]. Given that CB- SEM places st,EBSCO_M0291_Tingting Zhao_2026_Resource_Endowments_Value_Cognition_and_Strategi.txt
