longDBName,shortDBName,an,title,abstract,publicationDate,contributors,docTypes,pubTypes,coverDate,peerReviewed,source,subjects,isiType,doids,isbns,issns,publisherLocations,identifiers,isOpenAccess,bookEdition,language,publisher,pageEnd,pageStart,pageCount,volume,issue,doi,notes,mid,degreeLevel,plink,articleType,citedByCount,retracted,retractionNote
Complementary Index,edb,186727913,Do Resilience and Performance Goals Mediate the Relationship Between Parental Educational Support and Chinese High School Students' Self‐Regulated Learning? ‐ Based on the Social Cognitive Theory.,"Self‐regulated learning not only helps improve students' current academic performance but also lays a foundation for lifelong learning. In this study, a questionnaire survey was conducted among 4003 Chinese high school sophomore students to gather data concerning self‐regulated learning, parental educational support, resilience, and performance goals. This study aimed to verify the influence mechanism of parental educational support on high school students' self‐regulated learning, as well as the mediating roles of resilience and performance goals within this mechanism. The results of the structural equation model showed that parental educational support had a positive impact on students' self‐regulated learning. Resilience and performance goals not only played partial mediating roles between parental educational support and self‐regulated learning respectively; but also exerted a chain mediating effect between parental educational support and self‐regulated learning. These results, to a certain degree, expanded the theoretical research on the factors of high school students' self‐regulated learning. Meanwhile, based on the findings of this study, a series of measures for enhancing students' self‐regulated learning behaviors through home–school cooperation were proposed, which increased the practical value of this study. Summary: Parental educational support exerts a positive impact on the development of students' self‐regulated learning. Therefore, parents ought to attach significance to the cultivation of high school students' self‐regulated learning, particularly in aspects like self‐efficacy and intrinsic learning motivation.Resilience, serving as an important protective factor for the development of high school students, assists students in maintaining a positive psychological state when attaining competitive goals, thereby more effectively promoting the positive effect of parental educational support on self‐regulated learning. Consequently, this study proposes that parents should establish a sound communication mechanism with schools and formulate a collaborative support system of family education and school education through measures such as resilience education, psychological intervention, and training courses.Under the collectivist values, students' pursuit of performance goals exerts a positive influence on their self‐regulated learning. It is imperative for parents to direct their children towards the establishment of suitable performance goals and to facilitate the development of students' self‐regulated learning by bolstering their resilience.",20250801,"Zhang, Yue ; Ren, Xiaoqiong",Article,Academic Journal,Aug2025,true,Psychology in the Schools,PSYCHOTHERAPY ; HIGH school sophomores ; SOCIAL cognitive theory ; STRUCTURAL equation modeling ; EDUCATIONAL support,JOUR,,,0033-3085,,,,,eng,Wiley-Blackwell,2754,2742,13,62,8,10.1002/pits.23496,,PIS,,https://research.ebsco.com/plink/a0a1aaac-18ae-3ba4-9548-19b33d6c04d7,,,,
Complementary Index,edb,186837587,The impact of corporate social responsibility on employee safety citizenship behavior in Chinese gas sector.,"Drawing upon the Affective Events Theory (AET), we exam how and under what conditions corporate social responsibility (CSR) in gas companies relates to more employee safety citizenship behavior (SCB). In Study 1, a scenario-based experiment involving 481 gas company employees revealed that CSR initiatives positively influenced employee gratitude and SCB. Furthermore, the interaction between CSR and performance pressure significantly enhanced both employee gratitude and SCB. In Study 2, a multi-wave survey study of 370 gas company employees demonstrated that employee gratitude not only directly and positively predicted SCB but also mediated the relationship between CSR and SCB. Notably, the mediating effect of gratitude was more pronounced under conditions of low performance pressure. These findings advance theoretical understanding of the mechanisms linking CSR to safety outcomes and offer actionable insights for gas companies aiming to optimize CSR strategies to foster safer workplace behaviors.",20250723,"Miao, Guosen ; Chen, Guoping ; Li, Cui",Article,Academic Journal,7/23/2025,true,Scientific Reports,Conventional oil and gas extraction ; Crude Petroleum and Natural Gas Extraction ; Natural Gas Distribution ; Support Activities for Oil and Gas Operations ; Pipeline Transportation of Natural Gas ; SOCIAL responsibility of business ; INDUSTRIAL safety ; EMPLOYEE well-being ; EMOTIONAL experience ; JOB stress ; ORGANIZATIONAL citizenship behavior ; GAS industry,JOUR,,,2045-2322,,,,,eng,Springer Nature,16,1,16,15,1,10.1038/s41598-025-12083-7,,FKQS,,https://research.ebsco.com/plink/2a6e5fc3-4d11-3ba9-9db7-31ddcf8be446,,,,
Complementary Index,edb,186624221,The dual-path impact of role stress on employees' work engagement: based on the cognitive-affective system theory of personality.,"Under the collectivist cultural context that emphasizes hierarchical values, Chinese employees are burdened with significant role stress driven by fierce market competition and continuously escalating role expectations from organizations. Based on the Cognitive-Affective System Theory of Personality, the purpose of this study is to investigate the influence mechanism of role stress on work engagement in the Chinese context via both cognitive and affective pathways, as well as to explore potential boundary conditions from the perspective of traditional Chinese culture. This study conducts empirical analysis based on cross-point survey data of 598 Chinese employees. The PROCESS macro in SPSS was used for regression analysis to test hypotheses. The results indicated that role stress had a negative effect on work engagement; organization-based self-esteem and work alienation partially mediated the effect of role stress on work engagement; and perceived organizational support moderated the negative correlation between role stress and organizational self-esteem, as well as the mediating role of organization-based self-esteem in the relationship between role stress and work engagement. This study contributes to the understanding of the mechanism of role stress in the Chinese setting, offers a new theoretical perspective and entry point for relevant research, and broadens the applicability of the Cognitive-Affective System Theory of Personality.",20250711,"Fan, Chuanhao ; Lu, Jianbo ; Zhang, Long ; Shang, Bingbing ; Gong, Yao",Article,Academic Journal,7/11/2025,true,BMC Psychology,COGNITIVE psychology ; PERSONALITY ; JOB involvement ; INDUSTRIAL psychology ; CHINESE people ; SELF-esteem,JOUR,,,2050-7283,,,,,eng,BioMed Central,15,1,15,13,1,10.1186/s40359-025-03077-1,,GBKR,,https://research.ebsco.com/plink/52f48d6e-c31e-38c1-85ce-5bb7e0d8b5fa,,,,
Complementary Index,edb,186465321,Predictors of higher education dropout intention in the post-pandemic era: The mediating role of academic exhaustion.,"Introduction: The phenomenon of dropout in higher education needs the acknowledging of its multi-domain complexity. In the post-pandemic era, exhaustion may be a relevant feature affecting students. This cross-sectional study aimed primarily to test a predictive model of five domains of variables (background, academic, social, psychological, and economic) on dropout intention, in a relation mediated by academic exhaustion. Secondarily, it aimed to assess the structural invariance of this model across working status (working vs. non-working students) and residence status (living away from family's residence vs. living in family residence). If these groups are differently affected by dropout determinants, specific dropout prevention measures should be implemented. Method: A stratified sample of 1402 Portuguese university students aged between 19 and 45 years (M = 22.87, SD = 3.64), selected through a convenience quota method, was assessed for background, academic, social, psychological, and economic variables using self-report instruments. Structural equation modelling was used. Results: The predictive model explained 51% of the variance in dropout intention. Academic exhaustion was the stronger predictor (β = 0.523, p <.001), followed by social connecteness to the campus (β = −31, p <.001), vocational difficulties (β = 0.274, p <.001), and course value (β = −0.256, p <.001). Except for the course value, and family educational level, all significant predictors had their effect on dropout intention through academic exhaustion. The model was invariant across working and residence status. Discussion: This study shows the relevance of students' academic exhaustion experiences as a pathway through which different types of factors exert their influence on students´ dropout intentions. The invariance of the predictive model of dropout intention across different groups points the robustness of the model and the relevance of the integrated variables. The results emphasize the importance of student´s individual factors (e.g., academic exhaustion, lack of fit with the course) in dropout decisions, also stressing the role of academic institutions and of the education system in addressing this phenomenon, concerning academic workload, vocational orientation, social environment, and financing.",20250708,"Gonzalez, Bárbara ; Mendes, Teresa P. ; Pinto, Ricardo ; Correia, Sónia V. ; Albuquerque, Sara ; Paulino, Paula",Article,Academic Journal,7/8/2025,true,PLoS ONE,FATIGUE (Physiology) ; SCHOOL dropouts ; STRUCTURAL equation modeling ; SCHOOL dropout prevention ; POINT set theory,JOUR,,,1932-6203,,,,,eng,Public Library of Science,30,1,30,20,7,10.1371/journal.pone.0327643,,78BE,,https://research.ebsco.com/plink/8b2b5d88-807f-3a63-a126-791aab25d9f7,,,,
Complementary Index,edb,186930018,"Back to Work, Running on Empty? How Recovery Needs and Perceived Organizational Support Shape Employees' Vigor Upon Return to Work.","Returning to work after extended holidays poses significant challenges to employees' psychological adjustment, yet this phenomenon remains underexplored in organizational research. Drawing on the Conservation of Resources (COR) theory, this study develops and tests a moderated mediation model to examine how pre-holiday work-related irritation influences post-holiday workplace vigor through heightened need for recovery, and how perceived organizational support buffers this process. Data were collected through a four-wave time-lagged design surrounding the Chinese Spring Festival, with a final sample of 349 employees across diverse industries. Results show that pre-holiday emotional strain increases employees' recovery needs, which in turn undermines their workplace vigor. Moreover, boundary strength at home and perceived organizational support buffer the indirect negative pathway, highlighting the critical roles of both personal and organizational resources in the recovery process. By shifting attention from burnout to positive energy states such as vigor, this study advances theoretical understanding of post-holiday adjustment dynamics and offers practical insights for organizations seeking to foster employee resilience and sustained engagement after structured breaks.",20250701,"Wang, Yiting ; Song, Keni ; Guo, Ming ; Ye, Long",Article,Academic Journal,Jul2025,true,Behavioral Sciences (2076-328X),EMPLOYEE well-being ; PSYCHOLOGICAL adaptation ; EMPLOYEE assistance programs ; ORGANIZATIONAL resilience ; RESOURCE allocation ; MENTAL fatigue ; EMPLOYEE morale,JOUR,,,2076-328X,,,,,eng,MDPI,,889,,15,7,10.3390/bs15070889,,FDU1,,https://research.ebsco.com/plink/5c0a81e6-74b7-332f-a487-9d03f34612dd,,,,
Complementary Index,edb,186459641,Corporate Social Responsibility and Work Engagement: A Moderated Serial Mediation Model.,"Research on how corporate social responsibility (CSR) impacts employees at the micro level has increased rapidly in recent years. Drawing on social information processing theory, we employed a moderated serial mediation model to explore the mechanisms through which perceived CSR affects employee work engagement. We also examined how perceived CSR instrumentality moderates the relationship. Our study has utilized a two‐wave survey (N = 354) and a scenario experiment (N = 230). The results support both mediation and moderation effects. Perceived CSR positively affects employee work engagement, and the relationship is sequentially mediated by CSR authenticity perception and authentic living. Moreover, perceived CSR instrumentality moderates the serial mediating effect such that the indirect relationship between perceived CSR and work engagement is stronger when employees perceive the CSR instrumentality as low (vs. high). Our findings deepen understanding of the mechanism underlying the CSR work engagement relationship and offer practical implications for organizations conducting CSR initiatives.",20250701,"Lv, Mengna ; Luan, Kun",Article,Academic Journal,Jul2025,true,Corporate Social Responsibility & Environmental Management,SOCIAL responsibility of business ; JOB involvement ; SOCIAL processes ; INFORMATION theory ; INFORMATION processing,JOUR,,,1535-3958,,,,,eng,Wiley-Blackwell,5204,5190,15,32,4,10.1002/csr.3233,,LFI,,https://research.ebsco.com/plink/66256e98-edbc-39be-b0d1-ac600f5ebaf7,,,,
Complementary Index,edb,188424153,The Role of Psychological Contract Breach and Leader-Member Exchange in Sadism and Organizational Cynicism Among Chinese Hotel Employees.,"The present research investigates the intricate dynamics of sadism and organizational cynicism in the hotel industry, specifically focusing on the mediating role of psychological contract breach (PCB) and the potential moderating impact of leader-member exchange (LMX). A quantitative approach was adopted, deploying a three-time points survey to collect data from 350 employees in the hotel sector in China. It was observed that sadism positively predicted cognitive, affective, and behavioral cynicism, all mediated by PCB. Notably, LMX was identified as a key moderator in the relationship between PCB and the three dimensions of organizational cynicism. These findings augment our understanding of the interplay between sadism, organizational cynicism, PCB, and LMX, particularly among hotel employees in China. This research also offers clarity on the multifaceted notion of organizational cynicism. Plain language summary: How does sadism influence organizational cynicism This study looks at how certain negative traits in leaders, specifically sadism, affect employee attitudes in the hotel industry in China. It explores how feelings of betrayal (called psychological contract breach) might explain the relationship between sadistic leadership and negative attitudes like cynicism (a sense of distrust and disillusionment about the organization). The study also examines how the quality of the relationship between employees and their leaders (called leader-member exchange, or LMX) can influence this process. Data collected from 350 hotel employees over three periods show that sadistic leaders tend to cause more cynicism, partly because of the feelings of betrayal employees experience. Additionally, the quality of relationships between leaders and employees can either strengthen or weaken these effects. This research provides new insights into how negative leadership styles and employee attitudes interact in the hotel industry, particularly in China.",20250701,"Wu, Hao ; Subramaniam, Anusuiya ; Rahamat, Syafiqah",Article,Academic Journal,July-Sep2025,true,SAGE Open,CHINA ; Hotels ; Hotels (except Casino Hotels) and Motels ; Commercial and Institutional Building Construction ; SADISM ; ORGANIZATIONAL behavior ; SUSPICION ; LEADERSHIP ; EMPLOYEE attitudes ; HOTEL employees ; HOTELS ; LEADER-member exchange theory,JOUR,,,2158-2440,,,,,eng,Sage Publications Inc.,17,1,17,15,3,10.1177/21582440251376462,,KBZ6,,https://research.ebsco.com/plink/98bc8230-9e75-3b34-9f01-73e52f6f181c,,,,
CINAHL Ultimate,cul,180776801,Why Do Nurses Work While Sick? An Exploratory Study of Nurse Leaders' Cognitive Preferences Toward Presenteeism.,"Purpose: Nursing is a representative profession with a high prevalence of presenteeism, which is usually associated with negative outcomes. Therefore, it is important to explore the antecedent factors of nurse presenteeism behavior. This study aims to explore the impact and mechanism of head nurses' cognitive preference toward presenteeism on subordinate nurses' presenteeism (SNP), and the mediation effects of subordinate nurses' perception of head nurses' cognitive preference. Patient and Methods: A cross‐sectional study was conducted from July to August 2022. A total of 256 head nurses and 1424 subordinate nurses were recruited from six hospitals located in Zhengzhou, Henan Province, China. The Nurse Presenteeism Questionnaire (NPQ) and Cognitive Preference Questionnaire were used to assess head nurses' cognitive preference toward presenteeism, SNP, and subordinate nurses' perception of head nurse's cognition of presenteeism. We conducted description, multilevel correlation, and multilevel structural equation models for the data analysis. Results: In the past 6 months, 93.4% of nurses experienced presenteeism. Within and between the team, head nurses' cognitive preference toward presenteeism is positively associated with SNP. The mediation effect of nurses' perception of head nurses' cognitive preference was also significant. Conclusion: Head nurses' cognitive preferences are essential predictors of subordinates' presenteeism. In this process, subordinates' subjective initiative plays a crucial role. Implications for Nursing Management: Hospital managers should focus on head nurses' values to formulate multiple interventions of presenteeism and strengthen communication between leaders and subordinates to promote transforming negative outcomes into positive outcomes.",20241108,"Li, Wenzhen ; Wang, Wei ; Shan, Geyan ; Wang, Hongxia ; Guo, Shujie ; Li, Yongxin ; Xu, Haibo",Journal Article,Academic Journal,11/8/2024,true,Journal of Nursing Management,"Head Nurses Psychosocial Factors ; Nursing Staff, Hospital Psychosocial Factors ; Presenteeism Evaluation ; Cognition Evaluation ; Thinking Evaluation ; Nurse Attitudes Evaluation ; Human ; Male ; Female ; Adult ; Middle Age ; Cross Sectional Studies ; Hospitals China ; Questionnaires ; China ; Structural Equation Modeling ; Descriptive Statistics ; Comparative Studies ; Nursing Role ; Nursing Models, Theoretical ; Convenience Sample ; Data Analysis Software ; T-Tests ; Chi Square Test ; Confidence Intervals ; Organizational Culture ; Prevalence ; Intraprofessional Relations ; Funding Source ; Adult: 19-44 years ; Middle Aged: 45-64 years ; Male ; Female",JOUR,,,0966-0429,"Malden, Massachusetts",,,,English,Wiley-Blackwell,8,1,8,2024,,10.1155/2024/5522654,,81U,,https://research.ebsco.com/plink/6d06b52a-0de3-3aab-ae3b-b45aa4894524,,,,
Academic Search Complete,a9h,162295559,Team personality composition and team innovation implementation: The mediating role of team climate for innovation.,"The purpose of this study is first to explore the direct effects of team personality on team innovation implementation using different operationalizations for team‐level conscientiousness and emotional stability. Second, although past research offers guidance for the role of team personality in shaping team climate, only a few empirical studies have demonstrated this link. Thus, we examine how the operationalizations of the two personality characteristics at team level predict team innovation implementation via team climate for innovation. We test our model using a sample of 192 employees nested within 49 teams from different medium to large Greek organizations. Our results indicate that no effects for team mean personality are observed, but a range of effects emerge for team personality diversity. More specifically, team emotional stability diversity has a significant negative relation to team innovation implementation, whereas team conscientiousness diversity has not a direct effect on the performance criterion. However, team conscientiousness diversity is significantly related to team innovation implementation via its negative effect on team climate for innovation. Theoretical and practical implications for building innovative teams are discussed, and suggestions for future research are provided.",20230401,"Chatzi, Sofia ; Nikolaou, Ioannis ; Anderson, Neil",Article,Academic Journal,Apr2023,true,Applied Psychology: An International Review,Employee psychology ; Personality ; Teams in the workplace ; Personality disorders ; Statistical reliability ; Creative ability ; Cooperativeness ; Cultural pluralism ; Organizational change ; Research funding ; Empirical research ; Emotions ; Diffusion of innovations ; Corporate culture ; Greece,JOUR,,,0269-994X,,,,,eng,Wiley-Blackwell,796,769,28,72,2,10.1111/apps.12408,,7QO,,https://research.ebsco.com/plink/c665c9db-67e1-31fe-ad76-d1efd6d4dca6,,,,
CINAHL Ultimate,cul,178945528,Insider versus outsider workplace mistreatment and their impact on affective ill‐being in healthcare professionals: Can personal resources act as buffers?,"Aims: Workplace stress can negatively impact healthcare providers' professionalism and quality of care. One source of workplace stress is the experience of workplace mistreatment. Drawing on the Job Demands‐Resources theory, this study aimed to (a) investigate the impact of mistreatment frequency experienced by healthcare workers from insider sources (i.e. co‐workers, supervisors) and outsider sources (i.e. patients, visitors) on affective ill‐being and (b) the potential moderating role of trait resilience and trait self‐efficacy, as personal resources, in the mistreatment–ill‐being relationship. Design: Lagged design. Methods: We collected data from 153 Irish healthcare workers between January 2018 and June 2019 via three surveys, separated by 1‐week intervals. Personal resources were measured at Time 1, frequency of mistreatment from the two sources was assessed at Time 2 and affective ill‐being was assessed at Time 3. We used moderated regression analyses to evaluate the association of mistreatment frequency from the two sources and affective ill‐being and the moderating effect of personal resources. Results: Only insider mistreatment frequency was positively related to affective ill‐being. Furthermore, the positive impact of insider mistreatment on affective ill‐being was moderated by self‐efficacy (but not by trait resilience). In contrast to our expectations, the relationship was stronger at high levels compared to low levels of self‐efficacy. Conclusion: Mistreatment from co‐workers and supervisors is linked to higher levels of affective ill‐being. Additionally, healthcare workers with high self‐efficacy were more vulnerable to the negative consequences of co‐worker and supervisor mistreatment as it impacted their affective ill‐being. Impact: These findings extend the literature on workplace mistreatment by integrating insider and outsider perpetrators of mistreatment and examining their differential impact on the employees' affective ill‐being. It also highlights mistreatment from organizational insiders as a significant factor in the relationship between mistreatment and affective ill‐being. Patient or Public Contribution: No patient or public contribution. What Does this Paper Contribute to the Wider Global Community?: The findings underscore the detrimental impact of workplace mistreatment on the well‐being of healthcare professionals.The study findings of higher frequency of insider mistreatment being associated with increased affective ill‐being call for action, with line managers and supervisors being critical to achieving respective changes in healthcare workers' environment.The findings have implications for policymakers interested in developing a framework to support healthcare professionals in addressing workplace mistreatment, enabling them to effectively fulfil their role as care providers.",20240901,"Yaranon, Paolo ; O'Shea, Deirdre ; Bosak, Janine ; Sommovigo, Valentina",Journal Article,Academic Journal,Sep2024,true,"Journal of Advanced Nursing (John Wiley & Sons, Inc.)","Work Environment ; Psychological Well-Being ; Health Personnel Psychosocial Factors ; Stress, Occupational ; Incivility ; Hardiness ; Self-Efficacy ; Irish Persons ; Verbal Abuse ; Human ; Supervisors and Supervision ; Visitors to Patients ; Patient Assault ; Ireland ; Workplace Violence ; Regression ; Female ; Male ; Adult ; Middle Age ; Scales ; Factor Analysis ; Descriptive Statistics ; Data Analysis Software ; T-Tests ; Adult: 19-44 years ; Middle Aged: 45-64 years ; Female ; Male",JOUR,,,0309-2402,,,,,English,"John Wiley & Sons, Inc.",3720,3705,16,80,9,10.1111/jan.16120,,LVDY,,https://research.ebsco.com/plink/10239ea2-f220-361d-939a-26bef77c1c51,,,,
Academic Search Complete,a9h,162525064,The Impact of Penalty on Residents' Waste Separation Behavior: A Moderated Mediation Model.,"To alleviate the plight of municipal solid waste management, penalties were implemented in China. However, it is unclear how penalty affects residents' waste separation behavior. This study aims to analyze the impact of penalty on residents' waste separation behavior and the role of personal norms and trust in authorities. A theoretical model of the impact of penalty on residents' waste separation behavior was established based on deterrence theory and normative activation model. Using online survey data from 628 respondents in Zhengzhou, China, an empirical analysis was performed by employing the moderated mediation model. The results showed that residents' perceived penalty certainty and penalty severity positively influenced their waste separation behavior through the mediation effect of personal norm. Penalty certainty had a direct impact on waste separation behavior, whereas penalty severity had no direct impact on waste separation behavior. Trust in authorities positively moderated the mediation effect of personal norm. The higher the trust in authorities, the stronger mediating effect of personal norm. Some recommendations were proposed to improve residents' waste separation behavior under the mandatory policy. This paper presents a new perspective and theoretical guidelines for the local government to improve residents' waste separation behaviors in China and offers useful insights into waste separation management for other countries.",20230301,Mengge Hao ; Shichun Xu,Article,Academic Journal,2023,true,Polish Journal of Environmental Studies,Solid waste management ; Internet surveys ; Personal belongings ; Local government ; Trust ; Certainty ; Waste management ; China ; Other Waste Collection ; Waste treatment and disposal ; Solid Waste Landfill ; Waste collection,JOUR,,,1230-1485,,,,,eng,HARD Publishing Company,1158,1145,14,32,2,10.15244/pjoes/156789,,DSJ,,https://research.ebsco.com/plink/5476e1af-283d-3784-a7b5-57e4d89810a1,,,,
Business Source Complete,bth,184193645,Abusive supervision: serial and moderated mediation effects.,"Our paper proposed and tested a research model that examined the interrelationships of abusive supervision, on-the-job embeddedness (JE), affective commitment (AC) to the organization, knowledge sharing (KS), and social community at work using time-lagged data gathered from restaurant workers in Ghana. The findings based on PROCESS macro reveal that on-the JE and AC serially mediate the influence of abusive supervision on KS. The detrimental impact of abusive supervision on AC is stronger among restaurant workers with social community at work at low levels. The indirect negative effect of abusive supervision on KS through AC is stronger when restaurant workers' social community at work is low. The aforementioned important findings and their implications are discussed.",20250301,"Karatepe, Osman M. ; Ampofo, Emmanuel Twumasi ; Asiedu-Appiah, Felicity ; Frempong, Foster",Article,Academic Journal,Mar/Apr2025,true,Service Industries Journal,Restaurant personnel ; Organizational commitment ; Social services ; Information sharing ; Supervision ; Embeddedness (Socioeconomic theory) ; Other Individual and Family Services ; All other building equipment contractors ; Full-Service Restaurants ; Commercial and Institutional Building Construction,JOUR,,,0264-2069,,,,,eng,Taylor & Francis Ltd,499,475,25,45,5/6,10.1080/02642069.2023.2270924,,SJO,,https://research.ebsco.com/plink/a56204f2-f57d-33be-bd93-b8d8e46aaa91,,,,
Business Source Complete,bth,184864204,How does perceived overqualification hinder employees' intention to share knowledge?,"Facilitating voluntary knowledge transfer and identifying the motivational factors behind it are essential aspects of human resource management (HRM) research. However, the extent to which overqualified employees can serve as potential knowledge sources in sharing remains uncertain, with inconsistent conclusions in the literature. This study explores how perceived overqualification affects employees' intention to share knowledge, by integrating equity theory and self-categorization theory. Specifically, we propose that perceived overqualification impedes employees' intention to share knowledge through two motivation mechanisms: reduced affective commitment (organization-oriented) and increased interpersonal conflict (coworker-oriented). Additionally, we examine the moderating role of power distance orientation. Data from 264 Chinese employees collected at two timepoints reveal that perceived overqualification negatively affects intention to share knowledge through reduced affective commitment and increased interpersonal conflict. Furthermore, a high-power-distance orientation mitigates the negative indirect effect of perceived overqualification on intention to share knowledge via affective commitment. These findings contribute to the understanding of the motivational factors underlying knowledge sharing and practical insights for fostering effective knowledge flow. The moderating effect of power distance orientation, as a crucial individual difference, also offers actionable guidance for HRM practitioners and team supervisors in effectively managing employees with diverse cultural value orientations.",20250315,"Kong, Yurou ; Chen, Qishan ; Zhou, Xing",Article,Academic Journal,Mar2025,true,International Journal of Human Resource Management,"Personnel management ; Information sharing ; Supervisors ; Human Resources Consulting Services ; Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs) ; Interpersonal conflict ; Chinese people ; Value orientations",JOUR,,,0958-5192,,,,,eng,Taylor & Francis Ltd,993,956,38,36,6,10.1080/09585192.2025.2492129,,3CC,,https://research.ebsco.com/plink/a5decde1-5da1-37b9-a82b-bfc6a4af3419,,,,
Business Source Complete,bth,183922526,Leader empowering and upper echelons decision‐making: How and when does top managers' empowering leadership promote decision‐making speed and comprehensiveness in public organizations?,"The efficiency of decision‐making in public organizations is a key area of interest for public administration scholars. Drawing on upper echelons theory, this study examines how top managers' empowering leadership affects decision‐making speed and comprehensiveness in public organizations. Through a three‐wave questionnaire survey involving 1149 TMT members from 133 public organizations in China, we tested the proposed theoretical model and hypotheses. Our findings reveal that top manager empowering leadership positively and indirectly influences decision‐making speed and comprehensiveness in public organizations, and through its effects on TMT behavioral integration. Furthermore, TMT work style similarity and TMT cognitive diversity can enhance and weaken the mediating relationships, respectively. 如何进行高质高效的战略决策是公共管理学者关注的重要话题。然而，从高层视角探讨公共组织有效决策过程的影响因素研究仍极度匮乏。基于高层梯队理论，本研究对来自中国教育部门高层管理团队的调查问卷进行数据分析，探讨了最高领导者授权型领导对公共组织决策速度和全面性的影响机制。结果表明，最高领导者授权型领导通过高管团队行动整合的中介作用对公共组织决策速度和全面性具有积极的间接影响，高管团队的工作方式相似性和认知多样性分别作为边界条件增强和削弱了上述中介关系。本研究为公共部门高层梯队理论与战略领导力研究做出了重要贡献。",20250301,"Song, Shanghao ; Shi, Yunsheng ; Ge, Xiaolin ; Wang, Wenzhou ; Yu, Haibo ; Tian, Amy Wei",Article,Academic Journal,Mar2025,true,Public Administration,"Employee empowerment ; Public administration ; Government agencies ; Senior leadership teams ; China ; Other federal government public administration ; Other provincial and territorial public administration ; Other local, municipal and regional public administration ; Other General Government Support ; Social processes",JOUR,,,0033-3298,,,,,eng,Wiley-Blackwell,165,136,30,103,1,10.1111/padm.13011,,PAD,,https://research.ebsco.com/plink/a60316e9-06ed-352b-9dd9-46ba7ef2b74c,,,,
Business Source Complete,bth,182410727,Decreasing Workplace Unethical Behavior Through Mindfulness: A Study Based on the Dual-System Theory of Ethical Decision-Making: Decreasing Workplace Unethical Behavior Through Mindfulness: A Study Based on the Dual-System: X. Ming et al.,"Workplace unethical behavior poses a significant challenge for organizations, thus highlighting the importance of examining the intervention strategies used to manage such behaviors. In recent years, mindfulness has gained traction as a promising way of curbing workplace unethical behavior, receiving interest from business ethics scholars. Regrettably, prior research on mindfulness and workplace unethical behavior has predominantly focused on the potential benefits of mindfulness with regard to the reasoning process underlying ethical decision-making, overlooking the intuitive process. Drawing on the dual-system theory of ethical decision-making, this study develops a dual-process model to examine the role of mindfulness in reducing unethical behavior. Based on two-wave data collected from 357 employees, our findings demonstrate that mindfulness mitigates both moral disengagement and emotional exhaustion, resulting in a reduction in workplace unethical behavior. Moreover, moral identity serves as a boundary condition for the effects of mindfulness on ethical decision-making. In particular, mindfulness significantly decreases moral disengagement and consequently curtails workplace unethical behavior predominantly among individuals with low moral identity. The theoretical and practical implications of these findings as well as potential avenues for future research are discussed.",20250101,"Ming, Xiaodong ; Bai, Xinwen ; Fu, Jingyu ; Yang, Jianfeng",Article,Academic Journal,Jan2025,true,Journal of Business Ethics,Organizational behavior ; Organizational ethics ; Mindfulness ; Ethical decision making ; Moral disengagement,JOUR,,,0167-4544,,,,,eng,Springer Nature,207,189,19,196,1,10.1007/s10551-024-05709-9,,BET,,https://research.ebsco.com/plink/1105e516-58b9-3c90-ade4-de21ab993ed1,,,,
Business Source Complete,bth,182296717,High performance work systems and employee performance: the roles of employee well-being and workplace friendship.,"Promoting a thriving and productive workforce is a core task for human resource development (HRD) researchers and practitioners. Drawing on the job demands-resources model, this study aims to provide a balanced view of how high performance work systems (HPWSs) influence employee performance through different aspects of employee well-being. Data were collected from 346 employees through a three-wave survey in China. Structural equation modelling was used to test the hypotheses. The results reveal that HPWSs positively predict employee performance through psychological empowerment and negatively predict employee performance through emotional exhaustion. Workplace friendship minimises the positive effect of HPWSs on emotional exhaustion and attenuates the indirect effect of HPWSs on employee performance via emotional exhaustion. This study challenges the prevailing idea that HPWSs can always improve employee performance. It informs HRD researchers and practitioners to dialectically assess the impact of HPWSs and include workplace friendship as an intervention measure to reduce the detrimental outcomes of HPWSs and better promote employee development.",20250201,"Han, Mingyan ; Hu, Enhua ; Zhao, Jingyou ; Shan, Hongmei",Article,Academic Journal,Feb2025,true,Human Resource Development International,High performance work systems ; Job performance ; Career development ; Psychological burnout ; Professional and Management Development Training ; Vocational Rehabilitation Services ; Self-efficacy,JOUR,,,1367-8868,,,,,eng,Taylor & Francis Ltd,55,36,20,28,1,10.1080/13678868.2023.2268488,,5B9,,https://research.ebsco.com/plink/06a12c98-0489-3979-be8b-f3aeec84d2e7,,,,
